Date,burger_sales,Instagram_Cost,Bing_Cost,Facebook_Cost,Google_Cost,Pinterest_Cost,Tiktok Cost
2020-02-08,1680,629.2,0.0,2573.85522,15959.74722,0.0,0.0
2020-02-09,1770,578.3,3339.4,2197.43482,12854.299259999998,0.0,0.0
2020-02-10,2160,667.1,4887.6,3240.8448099999996,21099.06931,0.0,0.0
2020-02-11,2380,692.6,4812.0,2794.1,18273.250210000002,0.0,0.0
2020-02-12,2210,699.8,4858.4,2505.7,18363.08308,0.0,0.0
2020-02-13,2040,717.4,4343.0,1814.7,16260.696850000002,0.0,0.0
2020-02-14,1900,635.5,3638.4000000000005,1846.1000000000001,14929.37259,0.0,0.0
2020-02-15,1630,615.9,3862.7999999999997,1071.1,17251.5158,0.0,0.0
2020-02-16,1670,618.1,4013.2999999999997,1777.5,17637.26128,0.0,0.0
2020-02-17,1850,606.9,3415.2999999999997,2377.2,17847.36739,0.0,0.0
2020-02-18,2070,633.0,2324.6,2578.0,19261.26536,0.0,0.0
2020-02-19,2180,597.4,2388.5,2542.6,18377.32475,0.0,0.0
2020-02-20,2090,802.2,2521.2,2664.6,17338.41504,0.0,0.0
2020-02-21,2050,686.9,2466.3999999999996,1821.8000000000002,15229.16759,0.0,0.0
2020-02-22,1680,656.8,2637.1,1774.8,14862.09055,0.0,0.0
2020-02-23,1830,634.6,2074.7000000000003,2292.1000000000004,13711.99913,0.0,0.0
2020-02-24,2000,835.8,1457.3,3416.3999999999996,15968.466229999998,0.0,0.0
2020-02-25,2200,647.5,1852.8,2838.6000000000004,16225.110779999999,0.0,0.0
2020-02-26,2040,981.7,1757.5,2189.9,14727.475450000002,0.0,0.0
2020-02-27,2130,928.3,1980.3999999999999,2084.5,14201.32331,0.0,0.0
2020-02-28,1930,653.0,1781.0,1563.1,14324.50204,0.0,0.0
2020-02-29,1780,608.8,1455.0,1373.1,12293.9834,0.0,0.0
